Empresas com Registro no SND (*)- Gerado em 20/10/2019 01:42:46

Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
IOCH16    	IOCHPE-MAXION S/A	 UNI	 006	 -	Excluído	BRMYPKDBO040	CVM/SRE/DCA/2013/001	26/04/2013			01/04/2013	01/04/2018	03/04/2018 - VENCIMENTO	01/04/2018	02/05/2013	29/04/2013	 -	RCA	07/03/2013	RCA	27/03/2013	Escritural	Quirografária	Conversível	320000			000000000000	000000000000	000000000000	000000083604	000000056836	000000000000		000000000000	R$	1000	R$	1000	29/03/2018	DI	Integrante de Juros	Padrão - SND		DU		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	2	UTI	0006	MES	01/10/2013	 - 	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	61156113000175	N	n	S
IOCH17    	IOCHPE-MAXION S/A	 UNI	 007	 -	Excluído	BRMYPKDBS058	CVM/SRE/DEB/2014/007	28/04/2014			01/04/2014	01/04/2019	02/04/2019 - VENCIMENTO	01/04/2019	01/04/2014	30/04/2014	 -	RCA	26/02/2014	RCA	25/03/2014	Escritural	Quirografária	Simples	397732			000000000000	000000000000	000000152367			000000000000		000000000000	R$	1000	R$	1000	01/04/2019	DI		Padrão - SND		DU		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	2	UTI	0006	MES	01/10/2014	 - 	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO FATOR S/A	61156113000175	N	n	S
IOCH18    	IOCHPE-MAXION S/A	 UNI	 008	 -	Registrado	BRMYPKDBS066	DISPENSA ICVM 476/09	27/03/2018			26/03/2018	26/03/2023		26/03/2023	28/03/2018	28/03/2018	 -	RCA	22/02/2018			Escritural	Quirografária	Simples	450000			000000450000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		50	0012	MES	26/03/2022	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,4	252	0006	MES	26/09/2018	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	61156113000175	N		S
IOCH19    	IOCHPE-MAXION S/A	 001	 009	 -	Registrado	BRMYPKDBS009	DISPENSA ICVM 476/09	14/02/2019			11/02/2019	11/02/2024		11/02/2024	15/02/2019	15/02/2019	 -	RCA	09/01/2019			Escritural	Quirografária	Simples	338800			000000338800	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		50	0012	MES	11/02/2023	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,75	252	0006	MES	11/08/2019	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	61156113000175	N		S
IOCH22    	IOCHPE-MAXION S/A	 002	 002	 -	Excluído	BRMYPKDBP013	SEP/GER/DCA - 92/012	30/12/1992			01/09/1992	01/09/1997	01/09/1997 - VENCIMENTO	01/09/1997	01/09/1992		 -	AGE	30/10/1992			Escritural	Flutuante	Conversível	30000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	5200000	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	5.83% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A		FATOR S/A CVC	61156113000175	N	n	
IOCH23    	IOCHPE-MAXION S/A	 002	 003	 -	Excluído	BRMYPKDBP021	SEP/GER/DCA - 95/030	14/12/1995			01/12/1995	01/12/2000	07/12/1998 - CONVERSÃO	07/12/1998	01/12/1995		 -	AGE	28/11/1995			Escritural	Flutuante	Conversível	7019			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0		INPC	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	10% a.a 360 dias 		3	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	PLANNER-SANVEST TRUSTEE DTVM LTDA.		BANCO FATOR S/A	61156113000175	N	n	
IOCH23    	IOCHPE-MAXION S/A	 002	 003	 -	Excluído	BRMYPKDBP021	SEP/GER/DCA - 95/030	14/12/1995			01/12/1995	01/12/2000	07/12/1998 - CONVERSÃO	07/12/1998	01/12/1995		 -	AGE	28/11/1995			Escritural	Flutuante	Conversível	7019			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0		INPC	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	10% a.a 360 dias 		3	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	PLANNER-SANVEST TRUSTEE DTVM LTDA.		BANCO FATOR S/A	61156113000175	N	n	
IOCH24    	IOCHPE-MAXION S/A	 002	 004	Não	Excluído	BRMYPKDBO024	SEP/GER/DCA - 98/033	16/10/1998			01/05/1998	25/03/1999	09/12/1998 - CONVERSÃO	09/12/1998	01/05/1998		 -	AGE	08/07/1998			Escritural	Flutuante	Conversível	91896			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	180	R$	0		INPC	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	10% a.a 360 dias 		3	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BANCO BRADESCO S/A	61156113000175	N	n	
IOCH27    	IOCHPE-MAXION S/A	 002	 007	 -	Excluído	BRMYPKDBS041	CVM/SRE/DEB/2014/008	28/04/2014			01/04/2014	01/04/2019	19/05/2014 - CANCELAMENTO	01/04/2019	01/04/2014	30/04/2014	 -	RCA	26/02/2014	RCA	25/03/2014	Escritural	Quirografária	Simples	250000			000000000000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	16/05/2014	DI		Padrão - SND		-		99	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	01/10/2014	 - 	Linear						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO FATOR S/A	61156113000175	N	n	S
IOCH29    	IOCHPE-MAXION S/A	 002	 009	 -	Registrado	BRMYPKDBS074	DISPENSA ICVM 476/09	14/02/2019			11/02/2019	11/02/2026		11/02/2026	15/02/2019	15/02/2019	 -	AGO	09/01/2019			Escritural	Quirografária	Simples	111200			000000111200	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		50	0012	MES	11/02/2025	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,95	252	0006	MES	11/08/2019	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	61156113000175	N		S
IOCH34    	IOCHPE-MAXION S/A	 003	 004	Não	Excluído	BRMYPKDBO032	SEP/GER/DCA - 98/034	16/10/1998			01/05/1998	25/03/1999	09/12/1998 - CONVERSÃO	09/12/1998	01/05/1998		 -	AGE	08/07/1998			Escritural	Flutuante	Conversível	166666			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	180	R$	0		INPC	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	1% a.a 360 dias 		3	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BANCO BRADESCO S/A	61156113000175	N	n	
IOCH44    	IOCHPE-MAXION S/A	 004	 004	Não	Excluído	BRMYPKDBM028	SEP/GER/DCA - 98/035	16/10/1998			01/05/1998	25/03/1999	07/01/2005 - RESGATE TOTAL ANTECIPADO	07/01/2005	01/05/1998	20/10/1998	 -	AGE	08/07/1998	AGE	25/09/1998	Escritural	Flutuante	Conversível	220375			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	180	R$	116,78827	01/05/2004	INPC	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	10% a.a 360 dias 		0	0012	MES	01/05/2003	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	0							0							0	0000	 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BANCO BRADESCO S/A	61156113000175	N	n	
IOCH54    	IOCHPE-MAXION S/A	 005	 004	Não	Excluído	BRMYPKDBP039	SEP/GER/DCA - 98/036	16/10/1998			01/05/1998	25/03/1999	09/12/1998 - CONVERSÃO	09/12/1998	01/05/1998		 -	AGE	08/07/1998			Escritural	Flutuante	Conversível	43714			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	180	R$	0		INPC	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	10% a.a 360 dias 		3	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BANCO BRADESCO S/A	61156113000175	N	n	
IPPT11    	IPIRANGA  PRODUTOS DE PETROLEO S.A.	 UNI	 001	 -	Excluído	BRIPIPDBS009	DISPENSA ICVM 476/09	06/12/2012			16/11/2012	16/11/2017	17/11/2017 - VENCIMENTO	16/11/2017	07/12/2012		 -	AGE	07/11/2012			Escritural	Quirografária	Simples	60000			000000000000	000000000000	000000060000	000000000000		000000000000		000000000000	R$	10000	R$	10000	16/11/2017	DI	Integrante de Juros	Padrão - SND		-		107.9	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	16/05/2013	 - 	 - 	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	33337122000127	N	n	S
IPPT12    	IPIRANGA  PRODUTOS DE PETROLEO S.A.	 UNI	 002	 -	Excluído	BRIPIPDBS017	DISPENSA ICVM 476/09	08/01/2014			20/12/2013	20/12/2018	21/12/2018 - VENCIMENTO	20/12/2018	09/01/2014	09/01/2014	 -	AGE	11/12/2013			Escritural	Quirografária	Simples	80000			000000000000	000000000000	000000080000			000000000000		000000000000	R$	10000	R$	10000	20/12/2018	DI		Padrão - SND		-		107.9	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	20/06/2014	 - 	 - 						 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	33337122000127	N	n	S
IPPT14    	IPIRANGA  PRODUTOS DE PETROLEO S.A.	 UNI	 004	 -	Registrado	BRIPIPDBS025	DISPENSA ICVM 476/09	24/05/2016			25/05/2016	25/05/2021		25/05/2021	25/05/2016	25/05/2016	 -	AGE	11/05/2016			Escritural	Quirografária	Simples	500			000000000500	000000000000	000000000000			000000000000		000000000000	R$	1000000	R$	666700	18/10/2019	DI		Padrão - SND		-		105	0	 - 	 -		33.33	0012	MES	25/05/2019	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0006	MES	25/11/2016	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO SAFRA S/A               	33337122000127	N		S
IPPT16    	IPIRANGA  PRODUTOS DE PETROLEO S.A.	 UNI	 006	 -	Registrado	BRIPIPDBS033	DISPENSA ICVM 476/09	28/08/2017			28/07/2017	28/07/2022		28/07/2022	29/08/2017	29/08/2017	 -	AGE	24/07/2017			Escritural	Quirografária	Simples	1500000			000001500000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		105	0	 - 	 -		50	0012	MES	28/07/2021	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0012	MES	28/07/2018	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	33337122000127	N		S
IRAB11    	INFRAMERICA CONCESSIONARIA DO AEROPORTO DE BRASILIA S/A	 UNI	 001	 -	Excluído	BRIRABDBS002	DISPENSA ICVM 476/09	06/02/2018			15/12/2017	15/12/2018	18/12/2018 - VENCIMENTO	15/12/2018	06/02/2018	06/02/2018	 -	AGE	11/12/2017	RCA	04/12/2017	Escritural	Quirografária	Simples	32			000000000000	000000000000	000000000032			000000000000		000000000000	R$	1000000	R$	166666,666667	14/12/2018	DI		Não Padrão - SND		-		100	0	 - 	6.5% a.a 252 dias 		16.6667	0001	MES	15/07/2018	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0							0							0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	PINE INVESTIMENTOS DTVM LTDA	15559082000186	N		S
IRAC11    	IRACEMA TRANSMISSORA DE ENERGIA S/A	 UNI	 001	 -	Registrado	BRIRCTDBS000	DISPENSA ICVM 476/09	10/12/2010			10/12/2010	10/12/2035		10/12/2035	10/12/2010		 -	AGE	27/09/2010			Escritural	Real	Simples	109			000000000109	000000000000	000000000000	000000000000		000000000000		000000000000	R$	1000000	R$	1011106,15307	18/10/2019	TR	Integrante de Juros	Padrão - SND		-		 -	0	 - 	 -		 - 	0001	MES	10/01/2012	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	9	252	0001	MES	10/01/2012	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO CITIBANK S/A	PLANNER TRUSTEE DTVM LTDA	BANCO CITIBANK S/A		09250729000190	N	n	S
IRCM11    	MARINA DE IRACEMA PARK S/A	 UNI	 001	Não	Excluído	BRIRCMDBS013	SEP/GER/DEB - 97/061	11/06/1997			15/11/1996	15/11/2001	15/11/2001 - VENCIMENTO	15/11/2001	15/05/2001	11/06/1997	 -	AGE	25/10/1996	   		Nominativa	Subordinada	Simples	10000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1000	R$	0		ANBID	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0.15% a.a 360 dias 		0	0000	   	 - 	 -	 - 	0							0							0	0000	 -									BCO INDUSTRIAL E COMERCIAL S/A	SLW CVC LTDA.		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	07334600000135	N	n	
IRNT11    	ITAU RENT ADMINIST. E PARTICIPACOES S/A	 UNI	 001	Não	Excluído	BRIRNTDBS015	SEP/GER/DEB - 98/029	07/04/1998			01/12/1997	01/12/2005	11/10/2002 - CANCELAMENTO	11/10/2002	02/10/2002		 -	AGE	09/01/1998		04/02/1998	Escritural	Subordinada	Simples	100000			000000000000	000000000000	000000000000	000000066000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	11/10/2002	SEM-ÍNDICE		Padrão - SND	00	DU		0	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0000	   		 - 	 - 	0	000	    	   		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	PLANNER CV S/A	ITAU UNIBANCO S/A	IBT BANCO DE INVESTIMENTO S/A	02180133000112	N	n	
IROH11    	IRON HOUSE DESENVOLVIMENTO IMOBILIARIO S.A.	 UNI	 001	 -	Excluído	BRIROHDBS000	Dispensa ICVM 476/09	27/07/2016			25/07/2016	25/07/2019	26/07/2018 - RESGATE TOTAL ANTECIPADO	25/07/2019	25/07/2016	28/07/2016	 -	AGE	14/07/2016			Escritural	Quirografária	Simples	4			000000000000	000000000000	000000000004			000000000000		000000000000	R$	10000000	R$	10000000	25/07/2018	DI		Padrão - SND		-		124.3	0	 - 	 -		33.33	0006	MES	25/07/2018	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0006	MES	25/01/2017	 - 	 - 		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	11501791000150	N		S
IRTH11    	IRTHA EMPREENDIMENTOS IMOBILIARIOS S.A.	 UNI	 001	 -	Excluído	BRIRTHDBS009	DISPENSA ICVM 476/09	09/02/2012			24/01/2012	02/01/2019	28/06/2017 - VENCIMENTO ANTECIPADO	02/01/2019	24/01/2012		 -	AGE	24/01/2012			Escritural	Quirografária	Simples	50000			000000050000	000000000000	000000000000	000000000000		000000000000		000000000000	R$	1000	R$	370,3	27/06/2017	DI	Integrante de Juros	Não Padrão - SND		-		100	0	 - 	5.5% a.a 252 dias 		 - 	0001	MES	30/03/2013	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	0							0							0	0000	 -									ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BANCO DE INVEST.CREDIT SUISSE BRASIL S/A	75120279000146	N	n	S
ISAV11    	ISA INVESTIMENTOS E PARTICIPACOES DO BRASIL S.A.	 UNI	 001	 -	Registrado	BRISAVDBS008	DISPENSA ICVM 476/09	05/06/2017			02/06/2017	02/06/2022		02/06/2022	09/06/2017	09/06/2017	 -	AGE	16/05/2017			Escritural	Real	Simples	350000000			000350000000	000000000000	000000000000			000000000000		000000000000	R$	1	R$	0,4825	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		 - 	0012	MES	02/06/2018	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	1,68	252	0012	MES	02/06/2018	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	26896959000140	N		S
ISEC11    	ISEC SECURITIZADORA S.A	 UNI	 001	 -	Registrado	BRIMWLDBS006	DISPENSA ICVM 476/09	09/07/2019			12/07/2019	12/07/2023		12/07/2023	23/07/2019	23/07/2019	 -	AGE	11/06/2019			Escritural	Real	Simples	32000			000000032000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		2.3809	0001	MES	20/02/2020	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	5,5	252	0001	MES	20/08/2019	Útil	Exponencial		-				 - 	 -	0		 -										OLIVEIRA TRUST DTVM S/A	OLIVEIRA TRUST DTVM  S/A	BANCO ITAU-BBA S/A	08769451000108	N		S
ISOL11    	ISOLUX ENERGIA E PARTICIPACOES S/A	 UNI	 001	 -	Excluído	BRISLUDBS007	DISPENSA ICVM 476/09	13/12/2010			18/06/2010	18/06/2013	18/06/2013 - VENCIMENTO 	18/06/2013	18/06/2010		 -	AGE	16/11/2010			Escritural	Real	Simples	1			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	100000000	R$	20000000	18/06/2013	DI	Integrante de Juros	Padrão - SND		DU		100	0	 - 	 -		 - 	0006	MES	15/12/2010	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	4,35	252	0006	MES	15/12/2010	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A                                       	BCO VOTORANTIM S/A	04726861000102	N	n	S
ISOL12    	ISOLUX ENERGIA E PARTICIPACOES S/A	 UNI	 002	 -	Excluído	BRISLUDBS015	DISPENSA ICVM 476/09	16/12/2011			19/12/2011	19/06/2019	20/12/2013 - RESGATE TOTAL ANTECIPADO	19/06/2019	19/12/2011		 -	AGE	14/12/2011			Escritural	Real	Simples	140000			000000000000	000000000000	000000140000	000000000000		000000000000		000000000000	R$	1000	R$	1204,838926	19/12/2013	DI	Integrante de Juros	Padrão - SND		DU		100	0	 - 	 -		 - 	0006	MES	19/06/2013	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	5,35	252	0006	MES	19/06/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU CV S/A	BCO VOTORANTIM S/A	04726861000102	N	n	S
ISOL13    	ISOLUX ENERGIA E PARTICIPACOES S/A	 001	 003	 -	Registrado	BRISLUDBS023	DISPENSA ICVM 476/09	18/12/2013			15/12/2013	15/05/2020		15/05/2020	19/12/2013	19/12/2013	 -	AGE	05/12/2013			Escritural	Real	Simples	90000			000000090000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	278,270569	18/10/2019	IPCA		Não Padrão - SND		-		 -	0	 - 	12% a.a 252 dias 		 - 	0006	MES	15/12/2015	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	04726861000102	N	n	S
ISOL23    	ISOLUX ENERGIA E PARTICIPACOES S/A	 002	 003	 -	Registrado	BRISLUDBS031	DISPENSA ICVM 476/09	18/12/2013			15/12/2013	15/05/2020		15/05/2020	19/12/2013	19/12/2013	 -	AGE	05/12/2013			Escritural	Real	Simples	90000			000000090000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	168,859865	18/10/2019	DI		Não Padrão - SND		-		100	0	 - 	6.85% a.a 252 dias 		 - 	0006	MES	15/12/2015	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	04726861000102	N	n	S
ITAE11    	ITA ENERGETICA S/A	 001	 001	Sim	Excluído	BRITAEDBS010	CVM/SRE/DEB-2001/018	21/03/2001			01/12/2000	01/12/2013	05/12/2011 - RESGATE TOTAL ANTECIPADO	05/12/2011	01/12/2003	23/03/2001	 -	AGE	27/09/2000	RCA	09/03/2001	Escritural	Subordinada	Simples	8400			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	01/12/2011	IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	9.4% a.a 360 dias 		10	0012	MES	01/12/2004	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0							0							0	0000	 -									BANCO BRADESCO S/A	PLANNER CV S/A	BANCO BRADESCO S/A	UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	01355994000121	N	n	
ITAE21    	ITA ENERGETICA S/A	 002	 001	Sim	Excluído	BRITAEDBS028	CVM/SRE/DEB-2001/019	21/03/2001			01/12/2000	01/06/2013	03/06/2011 - RESGATE TOTAL ANTECIPADO	03/06/2011	01/06/2004	23/03/2001	 -	AGE	27/09/2000	RCA	09/03/2001	Escritural	Subordinada	Simples	8400			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	01/06/2011	IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	9.4% a.a 360 dias 		10	0012	MES	01/06/2004	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0							0							0	0000	 -									BANCO BRADESCO S/A	PLANNER CV S/A	BANCO BRADESCO S/A	UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	01355994000121	N	n	
ITAM11    	ITAMARATI LEASING ARREND MERCANTIL S/A	 001	 001	 -	Excluído		SEP/GER/DEB - 92/013	27/03/1992			01/02/1992	01/03/1994	01/03/1994 - VENCIMENTO	01/03/1994	01/03/1992		 -	AGE	30/01/1992			Nominativa	Subordinada	Simples	100000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	100000	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	12% a.a 360 dias 		0	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BCN S/A                           	JOHN MURRAY SUPLICY		BANCO ITAMARATI S/A	60333085000151	N	n	
ITAM12    	ITAMARATI LEASING ARREND MERCANTIL S/A	 001	 002	 -	Excluído	BRIAMSDBS023	SEP/GER/DEB - 93/100	27/10/1993			01/10/1993	01/10/2003	01/04/1997 - CANCELAMENTO	01/04/1997	01/04/1996		 -	AGE	23/09/1993			Nominativa	Subordinada	Simples	1300000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	 -		0	0000		 - 	 -	 - 	0							0							0		 -									BANCO BCN S/A                           	OLIVEIRA TRUST DTVM S/A		BANCO ITAMARATI S/A	60333085000151	N	n	
ITAM13    	ITAMARATI LEASING ARREND MERCANTIL S/A	 UNI	 003	 -	Excluído	BRIAMSDBS031	SEP/GER/DEB - 94/051	31/10/1994			04/10/1994	04/10/2004	18/02/2004 - CANCELAMENTO	18/02/2004	04/10/1994	01/11/1994	 -	AGE	29/09/1994			Nominativa	Subordinada	Simples	100000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1000	R$	0	18/02/2004	SEM-ÍNDICE		Não Padrão - SND	00	DU		0	0	 - 	0  000		0	0000	   	 - 	 -	 - 	0							0							30	0012	MES	30/04/1995	RESULTADO DO EXERCICIO SOCIAL							BANCO BCN S/A                           	RUY BATISTA PEREIRA FILHO		BANCO ITAMARATI S/A	60333085000151	N	n	
